Iteration,dX,dY,dC
0,0.0,0.0,0.0
1000,-23.273438,-23.265625,-1.3041678E-4
2000,-23.273438,-23.265625,8.06202E-5
3000,-23.273438,-23.265625,2.0369489E-4
4000,-23.273438,-23.265625,2.9108545E-4
,,,,m,10
,,,,CableTi/DOF,2513274.0
,,,,Variable,1
,,,,TrussRadius,40.0
,,,,TrussThickness,10.0
,,,,InnerTrussLength,2500.0
,,,,TrussE,200000.0
,,,,CableE,200000.0
,,,,TrussA,2199.115
,,,,CableA,314.15927
,,,,TrussEA,4.39823008E8
,,,,CableEA,6.2831856E7
,,,,TrussTi,0.0
,,,,CableTi,147839.64
,,,,MaxTrussTi,0.0
,,,,MaxTrussCi,0.0
,,,,MinTrussTi,0.0
,,,,MinTrussCi,0.0
,,,,MaxCableTi,470.5882
,,,,MaxCableCi,0.0
,,,,MinCableTi,470.5882
,,,,MinCableCi,0.0
,,,,MaxTrussTf,0.0
,,,,MaxTrussCf,0.0
,,,,MinTrussTf,0.0
,,,,MinTrussCf,0.0
,,,,MaxCableTf,470.5882
,,,,MaxCableCf,0.0
,,,,MinCableTf,470.5882
,,,,MinCableCf,0.0
,,,,SlidableCables,false
,,,,SpecialCase,true
